id,date,user,department,software,seats,amount
2083,2022-08-22 06:59:55 +0530,Wil Wheaton,Marketting,Sentry,2,10.0
2084,2023-04-11 19:25:11 +0530,Dr. Beverly Hofstadter,Sales,Apple,4,80.0
2085,2022-12-24 12:01:54 +0530,Priya Koothrappali,Sales,Zapier,3,12.0
2086,2022-12-02 09:57:00 +0530,Bert Kibbler,Customer Success,Teams,2,10.0
2087,2023-04-22 19:51:39 +0530,Amy Farrah Fowler,Tech,Zapier,3,12.0
2088,2023-04-08 20:41:10 +0530,Amy Farrah Fowler,Tech,Figma,4,56.0
2089,2022-06-06 21:57:27 +0530,Dr. Beverly Hofstadter,Sales,Fullstory,3,33.0
2090,2022-10-17 14:14:50 +0530,Wil Wheaton,Marketting,Apple,5,100.0
2091,2022-07-09 16:36:58 +0530,Wil Wheaton,Marketting,Zoho Crm,3,54.0
2092,2022-11-21 02:16:35 +0530,Leonard Hofstadter,Tech,Sentry,4,20.0
2093,2022-07-03 14:40:51 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,1,4.0
2094,2022-10-28 18:38:11 +0530,Barry Kripke,Customer Success,Circleci,1,9.0
2095,2023-03-02 13:06:39 +0530,Bert Kibbler,Customer Success,Zapier,3,12.0
2096,2022-07-31 08:34:42 +0530,Leslie Winkle,Tech,Figma,5,70.0
2097,2023-02-25 18:34:47 +0530,Leonard Hofstadter,Tech,Google,3,6.0
2098,2022-08-07 22:47:27 +0530,Rostenkowski,Tech,Zapier,2,8.0
2099,2023-05-09 02:35:41 +0530,Emily Sweeney,HR,Fullstory,3,33.0
2100,2023-01-17 14:59:24 +0530,Denise,HR,Notion,2,14.0
2101,2022-05-16 20:23:56 +0530,Barry Kripke,Customer Success,Teams,3,15.0
2102,2022-12-12 21:10:29 +0530,Bert Kibbler,Customer Success,Github,5,20.0
2103,2022-10-14 19:05:36 +0530,Leslie Winkle,Tech,Appolo,3,51.0
2104,2022-12-18 05:21:35 +0530,Leslie Winkle,Tech,Notion,1,7.0
2105,2022-07-20 02:38:04 +0530,Wil Wheaton,Marketting,Notion,4,28.0
2106,2022-10-06 01:21:43 +0530,Barry Kripke,Customer Success,Zapier,4,16.0
2107,2022-10-08 08:14:30 +0530,Barry Kripke,Customer Success,Apple,2,40.0
2108,2022-06-29 04:47:41 +0530,Leslie Winkle,Tech,Notion,1,7.0
2109,2022-07-04 12:50:18 +0530,Priya Koothrappali,Sales,Sentry,3,15.0
2110,2023-02-07 03:50:16 +0530,Emily Sweeney,HR,Appolo,1,17.0
2111,2022-07-10 05:01:07 +0530,Leonard Hofstadter,Tech,Sentry,3,15.0
2112,2023-05-02 07:35:20 +0530,Priya Koothrappali,Sales,Zapier,5,20.0
2113,2022-11-18 18:37:00 +0530,Wil Wheaton,Marketting,Apple,1,20.0
2114,2022-09-01 13:13:49 +0530,Denise,HR,Figma,3,42.0
2115,2022-11-16 23:08:49 +0530,Bert Kibbler,Customer Success,Sentry,2,10.0
2116,2023-03-31 15:19:41 +0530,Leonard Hofstadter,Tech,Github,2,8.0
2117,2022-11-22 14:56:56 +0530,Bert Kibbler,Customer Success,Height,1,3.0
2118,2023-04-01 13:00:08 +0530,Dr. V.M. Koothrappali,Marketting,Teams,1,5.0
2119,2022-12-19 14:38:46 +0530,Dr. V.M. Koothrappali,Marketting,Height,4,12.0
2120,2022-05-28 11:08:43 +0530,Priya Koothrappali,Sales,Sentry,2,10.0
2121,2022-09-21 07:07:02 +0530,Wil Wheaton,Marketting,Figma,2,28.0
2122,2022-12-13 02:39:18 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,4,72.0
2123,2023-04-01 13:57:45 +0530,Denise,HR,Slack,4,40.0
2124,2022-06-15 04:42:51 +0530,Leslie Winkle,Tech,Fullstory,5,55.0
2125,2023-05-06 03:41:26 +0530,Leslie Winkle,Tech,Zapier,1,4.0
2126,2022-08-25 04:23:49 +0530,Emily Sweeney,HR,Outplay,3,36.0
2127,2023-03-28 07:52:52 +0530,Wil Wheaton,Marketting,Appolo,4,68.0
2128,2022-09-29 14:19:03 +0530,Priya Koothrappali,Sales,Google,4,8.0
2129,2023-01-11 14:13:57 +0530,Barry Kripke,Customer Success,Teams,1,5.0
2130,2023-01-02 01:20:19 +0530,Leonard Hofstadter,Tech,Slack,5,50.0
2131,2023-01-02 11:35:44 +0530,Amy Farrah Fowler,Tech,Github,1,4.0
2132,2022-08-03 22:22:42 +0530,Leslie Winkle,Tech,Height,4,12.0
2133,2022-09-01 23:06:22 +0530,Bert Kibbler,Customer Success,Fullstory,1,11.0
2134,2023-02-26 18:08:41 +0530,Bert Kibbler,Customer Success,Github,4,16.0
2135,2022-08-06 13:53:40 +0530,Leonard Hofstadter,Tech,Fullstory,1,11.0
2136,2023-05-09 10:50:48 +0530,Dr. V.M. Koothrappali,Marketting,Discord,2,2.0
2137,2022-12-09 12:31:27 +0530,Rostenkowski,Tech,Notion,4,28.0
2138,2023-04-22 14:24:12 +0530,Bert Kibbler,Customer Success,Figma,1,14.0
2139,2023-04-15 00:17:52 +0530,Dr. Beverly Hofstadter,Sales,Google,5,10.0
2140,2022-10-14 10:16:10 +0530,Rostenkowski,Tech,Apple,1,20.0
2141,2022-12-24 21:28:11 +0530,Emily Sweeney,HR,Zoho Crm,1,18.0
2142,2022-12-17 16:56:41 +0530,Sheldon Cooper,Tech,Zoho Crm,5,90.0
2143,2023-02-19 06:30:31 +0530,Leslie Winkle,Tech,Github,2,8.0
2144,2023-04-16 07:36:34 +0530,Leslie Winkle,Tech,Height,3,9.0
2145,2023-03-27 14:18:49 +0530,Wil Wheaton,Marketting,Teams,5,25.0
2146,2022-07-02 08:35:11 +0530,Priya Koothrappali,Sales,Notion,4,28.0
2147,2022-06-19 16:46:07 +0530,Dr. V.M. Koothrappali,Marketting,Github,1,4.0
2148,2022-12-15 07:51:05 +0530,Wil Wheaton,Marketting,Zapier,1,4.0
2149,2022-09-09 04:33:11 +0530,Leslie Winkle,Tech,Outplay,4,48.0
2150,2022-10-30 22:23:09 +0530,Wil Wheaton,Marketting,Apple,2,40.0
2151,2022-11-19 00:03:09 +0530,Dr. Beverly Hofstadter,Sales,Zapier,4,16.0
2152,2022-06-30 08:16:45 +0530,Priya Koothrappali,Sales,Circleci,3,27.0
2153,2023-03-17 13:45:53 +0530,Denise,HR,Apple,2,40.0
2154,2022-09-07 00:31:53 +0530,Emily Sweeney,HR,Figma,3,42.0
2155,2022-08-16 07:39:04 +0530,Bert Kibbler,Customer Success,Discord,3,3.0
2156,2022-11-20 15:20:38 +0530,Barry Kripke,Customer Success,Appolo,2,34.0
2157,2022-07-18 20:14:43 +0530,Leonard Hofstadter,Tech,Zapier,1,4.0
2158,2022-09-09 06:30:54 +0530,Barry Kripke,Customer Success,Teams,5,25.0
2159,2022-09-25 19:14:49 +0530,Emily Sweeney,HR,Zoho Crm,3,54.0
2160,2023-04-19 09:08:01 +0530,Barry Kripke,Customer Success,Sentry,5,25.0
2161,2023-01-09 16:30:13 +0530,Emily Sweeney,HR,Zoho Crm,5,90.0
2162,2022-10-31 18:50:26 +0530,Leonard Hofstadter,Tech,Sentry,3,15.0
2163,2023-02-11 02:29:20 +0530,Sheldon Cooper,Tech,Zapier,1,4.0
2164,2023-04-13 12:30:19 +0530,Rostenkowski,Tech,Slack,5,50.0
2165,2022-07-08 06:31:51 +0530,Emily Sweeney,HR,Zapier,1,4.0
2166,2023-01-29 10:51:47 +0530,Bert Kibbler,Customer Success,Apple,3,60.0
2167,2022-07-24 05:25:51 +0530,Leonard Hofstadter,Tech,Slack,5,50.0
2168,2022-07-10 16:29:07 +0530,Leslie Winkle,Tech,Outplay,3,36.0
2169,2022-11-11 23:19:09 +0530,Amy Farrah Fowler,Tech,Fullstory,1,11.0
2170,2022-09-02 18:06:39 +0530,Leonard Hofstadter,Tech,Appolo,3,51.0
2171,2023-01-17 16:04:47 +0530,Amy Farrah Fowler,Tech,Figma,1,14.0
2172,2023-01-16 21:16:18 +0530,Barry Kripke,Customer Success,Notion,4,28.0
2173,2022-11-27 11:05:01 +0530,Leonard Hofstadter,Tech,Apple,2,40.0
2174,2023-05-02 17:57:57 +0530,Wil Wheaton,Marketting,Discord,5,5.0
2175,2022-07-03 06:11:37 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,2,24.0
2176,2023-01-12 08:34:18 +0530,Dr. Beverly Hofstadter,Sales,Discord,2,2.0
2177,2023-02-24 17:21:51 +0530,Emily Sweeney,HR,Sentry,2,10.0
2178,2022-05-30 13:10:30 +0530,Barry Kripke,Customer Success,Discord,3,3.0
2179,2023-01-11 20:56:17 +0530,Amy Farrah Fowler,Tech,Outplay,2,24.0
2180,2023-04-25 11:27:58 +0530,Emily Sweeney,HR,Notion,5,35.0
2181,2023-01-10 18:16:42 +0530,Sheldon Cooper,Tech,Zapier,1,4.0
2182,2022-05-27 15:38:28 +0530,Leslie Winkle,Tech,Figma,1,14.0
2183,2022-07-22 10:32:55 +0530,Dr. Beverly Hofstadter,Sales,Zapier,4,16.0
2184,2023-02-19 17:31:41 +0530,Sheldon Cooper,Tech,Sentry,5,25.0
2185,2022-09-22 06:14:28 +0530,Barry Kripke,Customer Success,Google,3,6.0
2186,2023-05-01 12:55:51 +0530,Bert Kibbler,Customer Success,Discord,1,1.0
2187,2023-04-12 12:27:40 +0530,Wil Wheaton,Marketting,Google,4,8.0
2188,2022-10-08 06:53:06 +0530,Leslie Winkle,Tech,Google,1,2.0
2189,2022-10-21 03:35:57 +0530,Barry Kripke,Customer Success,Height,3,9.0
2190,2023-03-31 00:55:49 +0530,Barry Kripke,Customer Success,Fullstory,5,55.0
2191,2022-07-05 08:10:47 +0530,Wil Wheaton,Marketting,Fullstory,2,22.0
2192,2022-08-30 10:05:47 +0530,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
2193,2022-10-24 06:51:16 +0530,Wil Wheaton,Marketting,Discord,2,2.0
2194,2023-03-10 02:49:57 +0530,Barry Kripke,Customer Success,Appolo,4,68.0
2195,2022-09-16 19:02:19 +0530,Rostenkowski,Tech,Circleci,5,45.0
2196,2023-04-17 10:27:41 +0530,Leslie Winkle,Tech,Fullstory,4,44.0
2197,2022-08-26 10:30:21 +0530,Priya Koothrappali,Sales,Appolo,5,85.0
2198,2022-09-08 03:49:22 +0530,Amy Farrah Fowler,Tech,Google,3,6.0
2199,2022-08-30 07:21:48 +0530,Priya Koothrappali,Sales,Slack,1,10.0
2200,2022-08-10 01:44:59 +0530,Wil Wheaton,Marketting,Zoho Crm,3,54.0
2201,2022-10-19 21:34:03 +0530,Barry Kripke,Customer Success,Zapier,4,16.0
2202,2023-02-02 18:34:04 +0530,Emily Sweeney,HR,Zapier,4,16.0
2203,2023-01-21 04:15:45 +0530,Amy Farrah Fowler,Tech,Outplay,1,12.0
2204,2022-12-01 10:29:48 +0530,Rostenkowski,Tech,Google,1,2.0
2205,2022-11-13 17:42:24 +0530,Bert Kibbler,Customer Success,Appolo,4,68.0
2206,2023-03-26 13:31:32 +0530,Denise,HR,Sentry,2,10.0
2207,2022-09-14 12:01:40 +0530,Leonard Hofstadter,Tech,Zapier,4,16.0
2208,2022-06-01 17:13:19 +0530,Emily Sweeney,HR,Apple,3,60.0
2209,2023-04-14 10:30:43 +0530,Priya Koothrappali,Sales,Height,1,3.0
2210,2023-02-01 10:05:18 +0530,Emily Sweeney,HR,Figma,5,70.0
2211,2023-02-01 20:32:05 +0530,Wil Wheaton,Marketting,Height,4,12.0
2212,2022-08-03 00:02:50 +0530,Bert Kibbler,Customer Success,Zoho Crm,4,72.0
2213,2022-11-08 12:30:47 +0530,Priya Koothrappali,Sales,Github,1,4.0
2214,2022-11-01 23:56:28 +0530,Priya Koothrappali,Sales,Github,1,4.0
2215,2023-03-16 08:33:01 +0530,Dr. V.M. Koothrappali,Marketting,Notion,2,14.0
2216,2022-12-02 17:52:21 +0530,Denise,HR,Github,1,4.0
2217,2023-02-02 16:32:53 +0530,Dr. Beverly Hofstadter,Sales,Zapier,3,12.0
2218,2022-08-10 22:58:23 +0530,Bert Kibbler,Customer Success,Fullstory,1,11.0
2219,2023-04-08 07:27:29 +0530,Wil Wheaton,Marketting,Apple,3,60.0
2220,2022-05-20 12:49:04 +0530,Barry Kripke,Customer Success,Github,5,20.0
2221,2022-09-14 01:44:41 +0530,Denise,HR,Google,2,4.0
2222,2023-03-13 04:05:58 +0530,Rostenkowski,Tech,Fullstory,4,44.0
2223,2022-08-21 14:26:40 +0530,Rostenkowski,Tech,Apple,3,60.0
2224,2023-01-26 20:24:21 +0530,Rostenkowski,Tech,Slack,5,50.0
2225,2022-09-24 11:55:34 +0530,Priya Koothrappali,Sales,Teams,5,25.0
2226,2023-03-16 00:45:03 +0530,Barry Kripke,Customer Success,Fullstory,2,22.0
2227,2022-05-29 05:29:58 +0530,Emily Sweeney,HR,Github,1,4.0
2228,2022-08-17 01:20:00 +0530,Wil Wheaton,Marketting,Apple,5,100.0
2229,2022-11-14 01:30:12 +0530,Leonard Hofstadter,Tech,Zapier,5,20.0
2230,2022-10-29 05:10:42 +0530,Dr. V.M. Koothrappali,Marketting,Figma,1,14.0
2231,2023-04-08 22:13:37 +0530,Bert Kibbler,Customer Success,Slack,5,50.0
2232,2022-09-04 08:42:37 +0530,Emily Sweeney,HR,Zoho Crm,4,72.0
2233,2022-12-04 23:28:09 +0530,Bert Kibbler,Customer Success,Discord,3,3.0
2234,2022-11-09 05:04:33 +0530,Wil Wheaton,Marketting,Github,5,20.0
2235,2023-05-09 18:58:49 +0530,Bert Kibbler,Customer Success,Notion,5,35.0
2236,2023-03-31 20:58:12 +0530,Leslie Winkle,Tech,Figma,2,28.0
2237,2023-04-10 12:05:34 +0530,Rostenkowski,Tech,Height,3,9.0
2238,2022-06-06 21:49:37 +0530,Amy Farrah Fowler,Tech,Apple,3,60.0
2239,2022-06-24 17:04:03 +0530,Leslie Winkle,Tech,Github,5,20.0
2240,2022-11-16 21:36:44 +0530,Sheldon Cooper,Tech,Fullstory,5,55.0
2241,2022-07-06 12:47:15 +0530,Rostenkowski,Tech,Zoho Crm,5,90.0
2242,2022-07-21 13:04:38 +0530,Rostenkowski,Tech,Fullstory,1,11.0
2243,2022-07-21 06:51:01 +0530,Rostenkowski,Tech,Slack,1,10.0
2244,2022-11-29 21:54:12 +0530,Leonard Hofstadter,Tech,Outplay,4,48.0
2245,2022-10-11 13:26:36 +0530,Bert Kibbler,Customer Success,Teams,4,20.0
2246,2022-06-18 11:16:58 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
2247,2023-04-06 15:04:51 +0530,Amy Farrah Fowler,Tech,Appolo,1,17.0
2248,2022-10-03 05:03:14 +0530,Rostenkowski,Tech,Height,5,15.0
2249,2022-09-29 05:17:20 +0530,Denise,HR,Height,3,9.0
2250,2022-11-11 08:03:18 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,2,18.0
2251,2022-12-24 14:40:10 +0530,Rostenkowski,Tech,Fullstory,4,44.0
2252,2022-06-02 06:56:36 +0530,Denise,HR,Discord,4,4.0
2253,2022-06-26 06:06:29 +0530,Bert Kibbler,Customer Success,Fullstory,3,33.0
2254,2023-01-08 17:13:40 +0530,Dr. V.M. Koothrappali,Marketting,Github,2,8.0
2255,2022-09-07 03:23:18 +0530,Priya Koothrappali,Sales,Notion,1,7.0
2256,2023-04-12 14:58:21 +0530,Priya Koothrappali,Sales,Appolo,5,85.0
2257,2023-04-15 13:19:40 +0530,Dr. Beverly Hofstadter,Sales,Apple,1,20.0
2258,2023-01-14 10:45:34 +0530,Rostenkowski,Tech,Sentry,5,25.0
2259,2023-03-18 17:10:06 +0530,Amy Farrah Fowler,Tech,Google,2,4.0
2260,2022-08-22 23:05:26 +0530,Emily Sweeney,HR,Circleci,2,18.0
2261,2023-04-10 18:38:36 +0530,Dr. Beverly Hofstadter,Sales,Zapier,4,16.0
2262,2023-02-19 16:31:17 +0530,Sheldon Cooper,Tech,Zoho Crm,1,18.0
2263,2023-03-08 08:00:11 +0530,Leslie Winkle,Tech,Height,4,12.0
2264,2022-11-08 15:31:16 +0530,Leslie Winkle,Tech,Zoho Crm,1,18.0
2265,2022-08-18 08:42:34 +0530,Leonard Hofstadter,Tech,Apple,5,100.0
2266,2022-08-25 17:13:45 +0530,Bert Kibbler,Customer Success,Zoho Crm,5,90.0
2267,2022-08-20 15:16:22 +0530,Rostenkowski,Tech,Zoho Crm,4,72.0
2268,2023-02-03 15:00:58 +0530,Emily Sweeney,HR,Google,3,6.0
2269,2023-01-11 09:51:30 +0530,Bert Kibbler,Customer Success,Teams,2,10.0
2270,2023-01-29 12:44:43 +0530,Dr. Beverly Hofstadter,Sales,Appolo,2,34.0
2271,2023-03-07 17:31:26 +0530,Barry Kripke,Customer Success,Fullstory,1,11.0
2272,2022-09-27 02:03:37 +0530,Priya Koothrappali,Sales,Zoho Crm,5,90.0
2273,2022-12-29 10:11:24 +0530,Denise,HR,Apple,2,40.0
2274,2022-11-07 05:30:55 +0530,Bert Kibbler,Customer Success,Zoho Crm,4,72.0
2275,2022-10-13 09:42:42 +0530,Amy Farrah Fowler,Tech,Sentry,5,25.0
2276,2022-11-11 05:22:05 +0530,Wil Wheaton,Marketting,Figma,2,28.0
2277,2022-11-11 12:10:57 +0530,Priya Koothrappali,Sales,Zoho Crm,5,90.0
2278,2023-04-01 21:52:09 +0530,Wil Wheaton,Marketting,Figma,2,28.0
2279,2022-08-24 09:23:25 +0530,Dr. V.M. Koothrappali,Marketting,Figma,5,70.0
2280,2022-12-17 00:27:56 +0530,Amy Farrah Fowler,Tech,Fullstory,5,55.0
2281,2022-08-29 13:04:23 +0530,Bert Kibbler,Customer Success,Google,1,2.0
2282,2022-11-14 23:20:11 +0530,Leslie Winkle,Tech,Slack,4,40.0
2283,2022-08-08 20:29:29 +0530,Leslie Winkle,Tech,Notion,5,35.0
2284,2022-05-15 21:44:57 +0530,Emily Sweeney,HR,Notion,2,14.0
2285,2023-01-03 15:13:35 +0530,Barry Kripke,Customer Success,Apple,4,80.0
2286,2022-11-25 23:40:38 +0530,Leslie Winkle,Tech,Outplay,5,60.0
2287,2022-11-21 02:17:03 +0530,Denise,HR,Notion,3,21.0
2288,2023-05-10 01:34:57 +0530,Barry Kripke,Customer Success,Teams,4,20.0
2289,2022-09-03 06:50:18 +0530,Barry Kripke,Customer Success,Notion,2,14.0
2290,2022-06-28 19:16:28 +0530,Denise,HR,Slack,5,50.0
2291,2023-05-01 22:39:18 +0530,Priya Koothrappali,Sales,Fullstory,3,33.0
2292,2022-08-07 03:57:04 +0530,Leonard Hofstadter,Tech,Notion,5,35.0
2293,2023-03-21 14:11:37 +0530,Denise,HR,Appolo,5,85.0
2294,2022-05-31 00:14:38 +0530,Denise,HR,Slack,3,30.0
2295,2022-11-16 22:40:33 +0530,Priya Koothrappali,Sales,Slack,1,10.0
2296,2022-09-16 10:58:28 +0530,Barry Kripke,Customer Success,Sentry,2,10.0
2297,2023-01-26 11:13:09 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,3,36.0
2298,2023-04-29 06:01:02 +0530,Amy Farrah Fowler,Tech,Sentry,5,25.0
2299,2022-08-14 17:59:16 +0530,Emily Sweeney,HR,Sentry,3,15.0
2300,2022-08-30 10:19:10 +0530,Sheldon Cooper,Tech,Height,4,12.0
2301,2023-04-17 00:31:58 +0530,Dr. V.M. Koothrappali,Marketting,Height,1,3.0
2302,2022-09-15 05:30:10 +0530,Wil Wheaton,Marketting,Figma,3,42.0
2303,2022-12-25 16:38:08 +0530,Wil Wheaton,Marketting,Sentry,1,5.0
2304,2022-11-07 18:05:23 +0530,Dr. V.M. Koothrappali,Marketting,Notion,2,14.0
2305,2022-11-13 20:01:56 +0530,Denise,HR,Notion,2,14.0
2306,2022-05-24 00:44:13 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,5,45.0
2307,2023-03-25 03:49:12 +0530,Leslie Winkle,Tech,Figma,1,14.0
2308,2022-09-15 16:33:12 +0530,Leslie Winkle,Tech,Appolo,5,85.0
2309,2022-05-13 21:28:21 +0530,Dr. Beverly Hofstadter,Sales,Outplay,1,12.0
2310,2022-09-24 07:06:01 +0530,Wil Wheaton,Marketting,Sentry,5,25.0
2311,2023-04-11 00:09:54 +0530,Barry Kripke,Customer Success,Google,4,8.0
2312,2022-06-05 03:55:07 +0530,Barry Kripke,Customer Success,Sentry,2,10.0
2313,2023-01-27 07:43:54 +0530,Denise,HR,Zapier,1,4.0
2314,2022-08-13 15:48:47 +0530,Amy Farrah Fowler,Tech,Google,3,6.0
2315,2022-09-17 06:12:55 +0530,Denise,HR,Notion,1,7.0
2316,2023-01-23 00:08:23 +0530,Priya Koothrappali,Sales,Notion,3,21.0
2317,2022-05-23 13:13:59 +0530,Denise,HR,Discord,2,2.0
2318,2023-04-19 12:37:56 +0530,Dr. Beverly Hofstadter,Sales,Zapier,5,20.0
2319,2023-04-04 02:55:22 +0530,Denise,HR,Zapier,5,20.0
2320,2022-09-19 17:22:55 +0530,Bert Kibbler,Customer Success,Zapier,4,16.0
2321,2022-08-07 18:15:22 +0530,Wil Wheaton,Marketting,Slack,3,30.0
2322,2023-02-24 12:52:12 +0530,Wil Wheaton,Marketting,Figma,2,28.0
2323,2023-03-05 06:20:19 +0530,Leslie Winkle,Tech,Fullstory,5,55.0
2324,2022-11-04 01:09:41 +0530,Wil Wheaton,Marketting,Discord,4,4.0
2325,2023-01-22 00:58:24 +0530,Bert Kibbler,Customer Success,Apple,4,80.0
2326,2023-02-16 13:01:00 +0530,Leonard Hofstadter,Tech,Figma,4,56.0
2327,2022-06-01 10:42:54 +0530,Leslie Winkle,Tech,Circleci,1,9.0
2328,2022-07-08 16:28:51 +0530,Emily Sweeney,HR,Slack,2,20.0
2329,2022-10-21 18:24:45 +0530,Barry Kripke,Customer Success,Notion,1,7.0
2330,2023-03-21 14:27:50 +0530,Denise,HR,Outplay,4,48.0
2331,2023-03-17 00:51:05 +0530,Denise,HR,Teams,5,25.0
2332,2022-09-23 06:13:14 +0530,Emily Sweeney,HR,Teams,4,20.0
2333,2022-05-20 12:53:58 +0530,Denise,HR,Zapier,4,16.0
2334,2023-05-09 08:40:30 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,4,16.0
2335,2022-11-23 00:06:57 +0530,Emily Sweeney,HR,Sentry,1,5.0
2336,2023-04-11 09:15:30 +0530,Leonard Hofstadter,Tech,Appolo,1,17.0
2337,2022-06-14 02:58:33 +0530,Emily Sweeney,HR,Discord,3,3.0
2338,2022-09-26 09:47:03 +0530,Leslie Winkle,Tech,Notion,3,21.0
2339,2023-04-07 13:39:25 +0530,Emily Sweeney,HR,Teams,4,20.0
2340,2022-10-04 02:48:34 +0530,Rostenkowski,Tech,Circleci,2,18.0
2341,2023-02-05 14:31:27 +0530,Rostenkowski,Tech,Apple,3,60.0
2342,2023-01-10 13:55:36 +0530,Wil Wheaton,Marketting,Zapier,2,8.0
2343,2022-11-17 06:35:50 +0530,Leonard Hofstadter,Tech,Fullstory,5,55.0
2344,2023-01-26 12:02:43 +0530,Emily Sweeney,HR,Discord,1,1.0
2345,2022-09-17 02:13:55 +0530,Leslie Winkle,Tech,Outplay,5,60.0
2346,2022-11-20 20:54:20 +0530,Rostenkowski,Tech,Github,2,8.0
2347,2022-06-23 09:29:24 +0530,Wil Wheaton,Marketting,Circleci,5,45.0
2348,2023-03-06 14:49:25 +0530,Leslie Winkle,Tech,Notion,1,7.0
2349,2022-12-09 07:47:05 +0530,Emily Sweeney,HR,Notion,5,35.0
2350,2023-04-29 11:08:43 +0530,Priya Koothrappali,Sales,Github,1,4.0
2351,2022-09-12 05:50:50 +0530,Emily Sweeney,HR,Figma,4,56.0
2352,2023-04-22 05:13:35 +0530,Rostenkowski,Tech,Outplay,3,36.0
2353,2023-04-14 19:35:41 +0530,Sheldon Cooper,Tech,Outplay,2,24.0
2354,2023-02-13 12:13:32 +0530,Wil Wheaton,Marketting,Outplay,2,24.0
2355,2022-06-27 02:01:07 +0530,Wil Wheaton,Marketting,Sentry,3,15.0
2356,2022-07-15 10:57:29 +0530,Priya Koothrappali,Sales,Fullstory,4,44.0
2357,2023-05-08 19:27:54 +0530,Priya Koothrappali,Sales,Sentry,2,10.0
2358,2022-10-03 21:19:44 +0530,Barry Kripke,Customer Success,Github,1,4.0
2359,2022-08-22 00:12:47 +0530,Bert Kibbler,Customer Success,Apple,2,40.0
2360,2022-10-23 15:01:04 +0530,Barry Kripke,Customer Success,Zapier,4,16.0
2361,2022-10-22 06:47:20 +0530,Leslie Winkle,Tech,Sentry,2,10.0
2362,2022-09-22 06:51:37 +0530,Priya Koothrappali,Sales,Fullstory,4,44.0
2363,2022-06-17 11:27:31 +0530,Leonard Hofstadter,Tech,Outplay,2,24.0
2364,2022-10-19 18:04:04 +0530,Rostenkowski,Tech,Apple,1,20.0
2365,2022-12-26 20:05:22 +0530,Leslie Winkle,Tech,Outplay,2,24.0
2366,2022-07-03 10:19:28 +0530,Emily Sweeney,HR,Height,2,6.0
2367,2023-02-11 12:54:05 +0530,Leonard Hofstadter,Tech,Discord,4,4.0
2368,2023-02-09 08:14:50 +0530,Wil Wheaton,Marketting,Figma,4,56.0
2369,2022-09-11 08:48:21 +0530,Priya Koothrappali,Sales,Zoho Crm,3,54.0
2370,2022-12-05 22:15:10 +0530,Leonard Hofstadter,Tech,Discord,1,1.0
2371,2022-09-01 20:56:10 +0530,Denise,HR,Circleci,3,27.0
2372,2022-09-20 09:20:46 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,5,90.0
2373,2023-05-08 05:07:42 +0530,Priya Koothrappali,Sales,Github,1,4.0
2374,2023-03-16 08:49:42 +0530,Amy Farrah Fowler,Tech,Github,2,8.0
2375,2023-02-06 03:13:50 +0530,Leslie Winkle,Tech,Slack,4,40.0
2376,2022-09-13 02:13:04 +0530,Denise,HR,Fullstory,2,22.0
2377,2023-05-06 02:18:29 +0530,Dr. Beverly Hofstadter,Sales,Apple,3,60.0
2378,2022-07-04 10:16:36 +0530,Rostenkowski,Tech,Outplay,4,48.0
2379,2022-05-29 12:51:49 +0530,Amy Farrah Fowler,Tech,Apple,5,100.0
2380,2022-09-23 22:33:49 +0530,Amy Farrah Fowler,Tech,Figma,3,42.0
2381,2022-12-06 10:02:59 +0530,Denise,HR,Height,4,12.0
2382,2022-07-13 13:47:40 +0530,Bert Kibbler,Customer Success,Outplay,5,60.0
2383,2022-07-14 21:29:59 +0530,Leslie Winkle,Tech,Discord,1,1.0
2384,2022-10-19 02:21:01 +0530,Dr. V.M. Koothrappali,Marketting,Figma,4,56.0
2385,2023-03-21 14:15:52 +0530,Bert Kibbler,Customer Success,Notion,3,21.0
2386,2022-07-07 21:34:22 +0530,Wil Wheaton,Marketting,Notion,2,14.0
2387,2022-12-24 23:51:32 +0530,Wil Wheaton,Marketting,Discord,4,4.0
2388,2022-08-05 20:12:44 +0530,Amy Farrah Fowler,Tech,Zoho Crm,4,72.0
2389,2022-07-18 06:24:33 +0530,Denise,HR,Github,2,8.0
2390,2023-03-05 04:48:08 +0530,Dr. Beverly Hofstadter,Sales,Slack,5,50.0
2391,2022-10-03 11:24:22 +0530,Barry Kripke,Customer Success,Appolo,5,85.0
2392,2022-07-14 04:26:11 +0530,Sheldon Cooper,Tech,Teams,2,10.0
2393,2023-05-07 01:18:00 +0530,Emily Sweeney,HR,Zoho Crm,2,36.0
2394,2022-11-17 12:12:02 +0530,Wil Wheaton,Marketting,Discord,1,1.0
2395,2023-02-27 05:50:09 +0530,Denise,HR,Zapier,5,20.0
2396,2023-03-31 06:18:34 +0530,Priya Koothrappali,Sales,Appolo,5,85.0
